"candidate_name","candidate_party","candidate_votes","total_registered_votes","total_polled_votes","total_valid_votes","total_rejected_votes","PA_ID","year","failed","sum_valid_votes"
"IQBAL MUHAMMAD ALI KHAN","Muttahida Qaumi Movement Pakistan",61165,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD IRFAN WAHEED","Independent",150,"475523","177759","174958","2801","NA-240",2018,0,174958
"AFAQ SHAFQAT","Mohajir Qaumi Movement Pakistan",14376,"475523","177759","174958","2801","NA-240",2018,0,174958
"ABDUL GHAFOOR","Pakistan Muslim Alliance",1641,"475523","177759","174958","2801","NA-240",2018,0,174958
"SYED ASIF HASNAIN","Pak Sarzameen Party",6661,"475523","177759","174958","2801","NA-240",2018,0,174958
"MUHAMMAD FEROZE","Pakistan Peoples Party Parliamentarians",7586,"475523","177759","174958","2801","NA-240",2018,0,174958
"Abdul Bari Hashmi","Independent",170,"314450","114072","111812","2260","NA-241",2018,0,111812
"Abdul Hafiz","Independent",4606,"314450","114072","111812","2260","NA-241",2018,0,111812
"Faheem Khan","Pakistan Tehreek-e-Insaf",26706,"314450","114072","111812","2260","NA-241",2018,0,111812
"Farrukh Jabbar","All Pakistan Muslim League (jinnah)",1119,"314450","114072","111812","2260","NA-241",2018,0,111812
"Javed Zaman","Awami National Party",742,"314450","114072","111812","2260","NA-241",2018,0,111812
"Moazzam Ali Qureshi","Pakistan Peoples Party Parliamentarians",9367,"314450","114072","111812","2260","NA-241",2018,0,111812
"Muhammad Danish Khan","Pak Sarzameen Party",5167,"314450","114072","111812","2260","NA-241",2018,0,111812
"Muhammad Furqan","Pakistan Rah-e-Haq Party",2284,"314450","114072","111812","2260","NA-241",2018,0,111812
"Muhammad Moin Aamer Pirzada","Muttahida Qaumi Movement Pakistan",23873,"314450","114072","111812","2260","NA-241",2018,0,111812
"Muhammad Shahid","Mohajir Qaumi Movement Pakistan",504,"314450","114072","111812","2260","NA-241",2018,0,111812
"Muhammad Zahid Awan","Pakistan Muslim Alliance",846,"314450","114072","111812","2260","NA-241",2018,0,111812
"Nusrat Aqeel","Jamiat Ulama-e-Pakistan  (Noorani)",178,"314450","114072","111812","2260","NA-241",2018,0,111812
"Sabir Hussain Khan","Independent",174,"314450","114072","111812","2260","NA-241",2018,0,111812
"Tahir Iqbal","Tehreek-e-Labbaik Pakistan",19184,"314450","114072","111812","2260","NA-241",2018,0,111812
"Taib Zar Khan","Pakistan Muslim League (N)",16892,"314450","114072","111812","2260","NA-241",2018,0,111812
"Abdul Ghani","Independent",552,"183373","70711","69050","1661","NA-242",2018,0,68849
"Asadullah Bhutto","Muttahida Majlis-e-Amal Pakistan",8262,"183373","70711","69050","1661","NA-242",2018,0,68849
"Bedal Masroor Badvi","Sindh United Party",733,"183373","70711","69050","1661","NA-242",2018,0,68849
"Hassan Sabir","Pak Sarzameen Party",1569,"183373","70711","69050","1661","NA-242",2018,0,68849
"Kiran Zehra Kazmi","Amun Taraqqi Party",76,"183373","70711","69050","1661","NA-242",2018,0,68849
"Kishwar Zehra","Muttahida Qaumi Movement Pakistan",6393,"183373","70711","69050","1661","NA-242",2018,0,68849
"Manzoor Ahmed","Pakistan Kissan Ittehad(Ch. Anwar)",110,"183373","70711","69050","1661","NA-242",2018,0,68849
"Muhammad Asghar Ali","Pakistan Muslim Alliance",195,"183373","70711","69050","1661","NA-242",2018,0,68849
"Muhammad Iqbal","Pakistan Peoples Party Parliamentarians",11823,"183373","70711","69050","1661","NA-242",2018,0,68849
"Muzamil Iqbal Hashmi","Allah-o-Akbar Tehreek",796,"183373","70711","69050","1661","NA-242",2018,0,68849
"Noor Muhammad","Independent",78,"183373","70711","69050","1661","NA-242",2018,0,68849
"Noorullah","Pashtoonkhwa Milli Awami Party",33,"183373","70711","69050","1661","NA-242",2018,0,68849
"NoorUllah so Abdul Kabeer","Awami National Party",33,"183373","70711","69050","1661","NA-242",2018,0,68849
"Pir Umar Ud Din Zafar","Independent",31,"183373","70711","69050","1661","NA-242",2018,0,68849
"Saif Ur Rehman","Pakistan Tehreek-e-Insaf",27333,"183373","70711","69050","1661","NA-242",2018,0,68849
"Sharafat Khan","Pakistan Muslim League (N)",7060,"183373","70711","69050","1661","NA-242",2018,0,68849
"Syed Abdul Bari","Independent",163,"183373","70711","69050","1661","NA-242",2018,0,68849
"Syed Muhammad Waqas Hashmi","Tehreek-e-Labbaik Pakistan",3167,"183373","70711","69050","1661","NA-242",2018,0,68849
"Zohaib Umar Laghari","Independent",442,"183373","70711","69050","1661","NA-242",2018,0,68849
"ABDUL WAHAB","Pakistan Justice & Democratic Party",483,"401833","165298","163018","2280","NA-243",2018,0,163018
"Anwaar Ahmed Farouqi","Peoples Movement of Pakistan (PMP)",37,"401833","165298","163018","2280","NA-243",2018,0,163018
"Imran Ahmed Khan Niazi","Pakistan Tehreek-e-Insaf",91358,"401833","165298","163018","2280","NA-243",2018,0,163018
"Khawaja Izhar Ul Hassan","Independent",53,"401833","165298","163018","2280","NA-243",2018,0,163018
"Muhammad Ayaz","Independent",110,"401833","165298","163018","2280","NA-243",2018,0,163018
"Muhammad Kamran Khan","Independent",50,"401833","165298","163018","2280","NA-243",2018,0,163018
"Muhammad Muzammil Qureshi","Pak Sarzameen Party",3641,"401833","165298","163018","2280","NA-243",2018,0,163018
"Muhammad Usama Razi Khan","Muttahida Majlis-e-Amal Pakistan",16214,"401833","165298","163018","2280","NA-243",2018,0,163018
"Muzammal Iqbal Hashmi","Allah-o-Akbar Tehreek",1127,"401833","165298","163018","2280","NA-243",2018,0,163018
"Shahjahan","Pakistan Muslim League (N)",7912,"401833","165298","163018","2280","NA-243",2018,0,163018
"Syed Ali Raza","Muttahida Qaumi Movement Pakistan",24082,"401833","165298","163018","2280","NA-243",2018,0,163018
"Syed Asif Raza","Independent",716,"401833","165298","163018","2280","NA-243",2018,0,163018
"Syed Kamran Ali Rizvi","Mohajir Qaumi Movement Pakistan",115,"401833","165298","163018","2280","NA-243",2018,0,163018
"Syed Nawaz ul Huda","Tehreek-e-Labbaik Pakistan",6489,"401833","165298","163018","2280","NA-243",2018,0,163018
"Syeda Shehla Raza","Pakistan Peoples Party Parliamentarians",10631,"401833","165298","163018","2280","NA-243",2018,0,163018
"Muhammad Zubair Khan","Pakistan Awami Raj",48,"407363","170711","167995","2716","NA-244",2018,0,167995
"Saif Uddin","Independent",47,"407363","170711","167995","2716","NA-244",2018,0,167995
"Shazia Razzaq Khan","Awami National Party",100,"407363","170711","167995","2716","NA-244",2018,0,167995
"Syed Ali Haider Zaidi","Pakistan Tehreek-e-Insaf",69475,"407363","170711","167995","2716","NA-244",2018,0,167995
"Muhammad Abdul Rauf Siddiqui","Muttahida Qaumi Movement Pakistan",19527,"407363","170711","167995","2716","NA-244",2018,0,167995
"Mudassir Iqbal","Allah-o-Akbar Tehreek",577,"407363","170711","167995","2716","NA-244",2018,0,167995
"Nomi Bashir","Independent",428,"407363","170711","167995","2716","NA-244",2018,0,167995
"Tabish Hussain","Grand Democratic Alliance",1009,"407363","170711","167995","2716","NA-244",2018,0,167995
"S  Akhtar Hussain Shah Bukhari","Mohajir Qaumi Movement Pakistan",152,"407363","170711","167995","2716","NA-244",2018,0,167995
"Muhammad Imran Kashif","Independent",64,"407363","170711","167995","2716","NA-244",2018,0,167995
"Zahid Saeed","Muttahida Majlis-e-Amal Pakistan",17894,"407363","170711","167995","2716","NA-244",2018,0,167995
"Shokat","Independent",983,"407363","170711","167995","2716","NA-244",2018,0,167995
"Sabir Hussain","Independent",20,"407363","170711","167995","2716","NA-244",2018,0,167995
"Nasir Khan","All Pakistan Muslim League",159,"407363","170711","167995","2716","NA-244",2018,0,167995
"Muhammad Ali Atara","Independent",20,"407363","170711","167995","2716","NA-244",2018,0,167995
"Amjad Ali Asif","Independent",100,"407363","170711","167995","2716","NA-244",2018,0,167995
"Muhammad Saeed Shafiq","Pak Sarzameen Party",2067,"407363","170711","167995","2716","NA-244",2018,0,167995
"Muhammad Tariq","Independent",60,"407363","170711","167995","2716","NA-244",2018,0,167995
"Mian Vaqar Akhtar Paganwala","Pakistan Peoples Party Parliamentarians",14745,"407363","170711","167995","2716","NA-244",2018,0,167995
"Miftah Ismail Ahmed","Pakistan Muslim League (N)",31247,"407363","170711","167995","2716","NA-244",2018,0,167995
"Yasha Ullah Khan Afghan","Tehreek-e-Labbaik Pakistan",9273,"407363","170711","167995","2716","NA-244",2018,0,167995
"Abdul Khursheed Khan","Independent",183,"443540","166303","163439","2864","NA-245",2018,0,163439
"Zulfiqar Ali Kaim Khani","Independent",446,"443540","166303","163439","2864","NA-245",2018,0,163439
"Arshad Ali","Independent",569,"443540","166303","163439","2864","NA-245",2018,0,163439
"Sagheer Ahmed","Pak Sarzameen Party",6136,"443540","166303","163439","2864","NA-245",2018,0,163439
"Saleem Sachwani","Independent",996,"443540","166303","163439","2864","NA-245",2018,0,163439
"Muhammad Ahmed Raza","Tehreek-e-Labbaik Pakistan",20580,"443540","166303","163439","2864","NA-245",2018,0,163439
"Muhammad Shaifiq Ahmed","Mohajir Qaumi Movement Pakistan",2857,"443540","166303","163439","2864","NA-245",2018,0,163439
"Saiffuddin","Muttahida Majlis-e-Amal Pakistan",20135,"443540","166303","163439","2864","NA-245",2018,0,163439
"Aamir Hussain","Pakistan Tehreek-e-Insaf",56615,"443540","166303","163439","2864","NA-245",2018,0,163439
"Khawaja Tariq Nazir","Pakistan Muslim League (N)",9653,"443540","166303","163439","2864","NA-245",2018,0,163439
"Muhammad Jamil","Independent",524,"443540","166303","163439","2864","NA-245",2018,0,163439
"Abdul Anis Khan","Independent",80,"443540","166303","163439","2864","NA-245",2018,0,163439
"Muhammad Farooq Sattar","Muttahida Qaumi Movement Pakistan",35247,"443540","166303","163439","2864","NA-245",2018,0,163439
"Farrukh Niaz Tanoli","Pakistan Peoples Party Parliamentarians",8812,"443540","166303","163439","2864","NA-245",2018,0,163439
"Sameena Huma Meer","Awami National Party",606,"443540","166303","163439","2864","NA-245",2018,0,163439
"Abdul Shakoor Shad","Pakistan Tehreek-e-Insaf",52750,"536688","206577","203109","3468","NA-246",2018,0,203109
"Abid","Independent",110,"536688","206577","203109","3468","NA-246",2018,0,203109
"Ahmed Bakhsh","Tehreek-e-Labbaik Pakistan",42345,"536688","206577","203109","3468","NA-246",2018,0,203109
"Amjad Khan","Independent",610,"536688","206577","203109","3468","NA-246",2018,0,203109
"Bilawal Bhutto Zardari","Pakistan Peoples Party Parliamentarians",39325,"536688","206577","203109","3468","NA-246",2018,0,203109
"Ejaz Ahmed","Pak Sarzameen Party",3287,"536688","206577","203109","3468","NA-246",2018,0,203109
"Ghulam Muhammad Samoo","Independent",338,"536688","206577","203109","3468","NA-246",2018,0,203109
"Hazrat Gul","Awami National Party",772,"536688","206577","203109","3468","NA-246",2018,0,203109
"Jawad Ahmed","Barabri Party Pakistan",408,"536688","206577","203109","3468","NA-246",2018,0,203109
"Mahfooz Yar Khan","Muttahida Qaumi Movement Pakistan",9851,"536688","206577","203109","3468","NA-246",2018,0,203109
"Mollana  Noor ul haq","Muttahida Majlis-e-Amal Pakistan",33078,"536688","206577","203109","3468","NA-246",2018,0,203109
"Muhammad Anwar","Pakistan Justice & Democratic Party",538,"536688","206577","203109","3468","NA-246",2018,0,203109
"Muhammad Arshad","Grand Democratic Alliance",253,"536688","206577","203109","3468","NA-246",2018,0,203109
"Muhammad Irshad","Independent",278,"536688","206577","203109","3468","NA-246",2018,0,203109
"Saleem Zia","Pakistan Muslim League (N)",19077,"536688","206577","203109","3468","NA-246",2018,0,203109
"Umm e Kalsoom","Independent",89,"536688","206577","203109","3468","NA-246",2018,0,203109
"JAVED IQBAL KHAN","Mohajir Qaumi Movement Pakistan",83,"543964","219037","216446","2591","NA-247",2018,0,216446
"MUHAMMAD HUSAIN MEHANTI","Muttahida Majlis-e-Amal Pakistan",22780,"543964","219037","216446","2591","NA-247",2018,0,216446
"GHAZIA ALI","Grand Democratic Alliance",262,"543964","219037","216446","2591","NA-247",2018,0,216446
"MATI UR REHMAN","Pakistan Kissan Ittehad(Ch. Anwar)",205,"543964","219037","216446","2591","NA-247",2018,0,216446
"RAJ KUMAR","Independent",53,"543964","219037","216446","2591","NA-247",2018,0,216446
"AFTAB HUSSAIN LAKHO","Independent",66,"543964","219037","216446","2591","NA-247",2018,0,216446
"AFNAN ULLAH KHAN","Pakistan Muslim League (N)",18130,"543964","219037","216446","2591","NA-247",2018,0,216446
"NADIR KHAN JAMALI","Independent",84,"543964","219037","216446","2591","NA-247",2018,0,216446
"ALI NAWAB","Pakistan Sunni Tehreek",189,"543964","219037","216446","2591","NA-247",2018,0,216446
"ABDUL JALIL KHAN","Independent",352,"543964","219037","216446","2591","NA-247",2018,0,216446
"NAEEM UDDIN","Independent",139,"543964","219037","216446","2591","NA-247",2018,0,216446
"ARIF UR REHMAN ALVI","Pakistan Tehreek-e-Insaf",91020,"543964","219037","216446","2591","NA-247",2018,0,216446
"ABDUL AZIZ MEMON","Pakistan Peoples Party Parliamentarians",19552,"543964","219037","216446","2591","NA-247",2018,0,216446
"FAUZIA KASURI","Pak Sarzameen Party",5448,"543964","219037","216446","2591","NA-247",2018,0,216446
"SYED ZAMAN ALI JAFRI","Tehreek-e-Labbaik Pakistan",24680,"543964","219037","216446","2591","NA-247",2018,0,216446
"ABDUL WAHAB","Pakistan Justice & Democratic Party",450,"543964","219037","216446","2591","NA-247",2018,0,216446
"ABDUL HABIB","Independent",485,"543964","219037","216446","2591","NA-247",2018,0,216446
"DEEDAR ALI","Independent",335,"543964","219037","216446","2591","NA-247",2018,0,216446
"Muhammad Jibran Nasir","Independent",6462,"543964","219037","216446","2591","NA-247",2018,0,216446
"NASREEN JALIL","Independent",114,"543964","219037","216446","2591","NA-247",2018,0,216446
"SAYYID MANSOOB HASAN","Independent",1354,"543964","219037","216446","2591","NA-247",2018,0,216446
"FAUZIA AQEEL LARI","Independent",57,"543964","219037","216446","2591","NA-247",2018,0,216446
"Muhammad Farooq Sattar","Muttahida Qaumi Movement Pakistan",24146,"543964","219037","216446","2591","NA-247",2018,0,216446
"Abdul Majeed","Independent",490,"303258","124672","121594","3078","NA-248",2018,0,121592
"Abdul Qadir Patel","Pakistan Peoples Party Parliamentarians",35124,"303258","124672","121594","3078","NA-248",2018,0,121592
"Afshan Qamber Ali","Muttahida Qaumi Movement Pakistan",1432,"303258","124672","121594","3078","NA-248",2018,0,121592
"Asghar Mehmood","Tehreek-e-Labbaik Pakistan",13797,"303258","124672","121594","3078","NA-248",2018,0,121592
"Bashir Ahmed","Independent",215,"303258","124672","121594","3078","NA-248",2018,0,121592
"Gull Muhammad Afridi","Muttahida Majlis-e-Amal Pakistan",8967,"303258","124672","121594","3078","NA-248",2018,0,121592
"Hafiz Aurangzaib","Pakistan Rah-e-Haq Party",3941,"303258","124672","121594","3078","NA-248",2018,0,121592
"Muhammad Alauddin","Pakistan Muslim League (Sher-e-Bangal)",491,"303258","124672","121594","3078","NA-248",2018,0,121592
"Muhammad Salman Khan","Pakistan Muslim League (N)",20732,"303258","124672","121594","3078","NA-248",2018,0,121592
"Muhammad Yousaf","Pak Sarzameen Party",2168,"303258","124672","121594","3078","NA-248",2018,0,121592
"Sardar Aziz","Pakistan Tehreek-e-Insaf",34101,"303258","124672","121594","3078","NA-248",2018,0,121592
"Subhan Ali","Independent",134,"303258","124672","121594","3078","NA-248",2018,0,121592
"Abdul Qayyum Khan Kundi","Independent",202,"331430","131185","128501","2684","NA-249",2018,0,128501
"Abdul Sattar","Grand Democratic Alliance",228,"331430","131185","128501","2684","NA-249",2018,0,128501
"Abid Hussain","Tehreek-e-Labbaik Pakistan",23981,"331430","131185","128501","2684","NA-249",2018,0,128501
"Ali Akber","Independent",138,"331430","131185","128501","2684","NA-249",2018,0,128501
"Aslam Shah","Muttahida Qaumi Movement Pakistan",13534,"331430","131185","128501","2684","NA-249",2018,0,128501
"Fouzia Hameed","Pak Sarzameen Party",1617,"331430","131185","128501","2684","NA-249",2018,0,128501
"Hafiz Muhammad Mursalen","Independent",122,"331430","131185","128501","2684","NA-249",2018,0,128501
"Haji Muhammad","Pashtoonkhwa Milli Awami Party",241,"331430","131185","128501","2684","NA-249",2018,0,128501
"Hazrat Umar","Pakistan Muslim Alliance",464,"331430","131185","128501","2684","NA-249",2018,0,128501
"Kamran Akhter","Independent",227,"331430","131185","128501","2684","NA-249",2018,0,128501
"Mian Muhammad Shehbaz Sharif","Pakistan Muslim League (N)",34626,"331430","131185","128501","2684","NA-249",2018,0,128501
"Mohammad Salman Khan Baloch","Independent",234,"331430","131185","128501","2684","NA-249",2018,0,128501
"Muhammad Faisal Vawda","Pakistan Tehreek-e-Insaf",35344,"331430","131185","128501","2684","NA-249",2018,0,128501
"Qadir Khan Mandokhail","Pakistan Peoples Party Parliamentarians",7236,"331430","131185","128501","2684","NA-249",2018,0,128501
"Syed Atta Ullah Shah","Muttahida Majlis-e-Amal Pakistan",10307,"331430","131185","128501","2684","NA-249",2018,0,128501
"Muhammad Sher Ali","Independent",603,"378941","184897","179039","5858","NA-25",2018,0,179039
"Ijaz Ul Haq","Independent",325,"378941","184897","179039","5858","NA-25",2018,0,179039
"Ayesha Gulalai Wazir","Pakistan Tehreek-e-Insaf-Gulalai",959,"378941","184897","179039","5858","NA-25",2018,0,179039
"Siraj Muhammad Khan","Pakistan Muslim League (N)",4109,"378941","184897","179039","5858","NA-25",2018,0,179039
"Khan Pervez","Pakistan Peoples Party Parliamentarians",35658,"378941","184897","179039","5858","NA-25",2018,0,179039
"Pervez Khattak","Pakistan Tehreek-e-Insaf",82118,"378941","184897","179039","5858","NA-25",2018,0,179039
"Ihrar khan","Independent",589,"378941","184897","179039","5858","NA-25",2018,0,179039
"Syed Zulfiqar Ali Shah","Muttahida Majlis-e-Amal Pakistan",28172,"378941","184897","179039","5858","NA-25",2018,0,179039
"Malik Jumma Khan","Awami National Party",26506,"378941","184897","179039","5858","NA-25",2018,0,179039
"Ali Ahmad","Pakistan Peoples Party Parliamentarians",24690,"400675","149853","146717","3136","NA-250",2018,0,146717
"Aslam Shah","Independent",116,"400675","149853","146717","3136","NA-250",2018,0,146717
"Attaullah","Allah-o-Akbar Tehreek",786,"400675","149853","146717","3136","NA-250",2018,0,146717
